0.200385466	9.313488475
2.474963592	9.295999529
3.781036336	7.247416314
4.267164463	6.680089556
4.367335271	7.529909668
4.369593186	9.279764418
4.382291172	6.005417568
4.584733818	8.606619616
4.598364561	9.057376108
4.693389766	8.174620242
4.77160375	7.811511587
4.93313636	8.888398508
5.329580444	5.146369227
7.079829145	4.188679084
9.003724432	3.29910251
13.66103084	2.428875483
18.49601433	2.470511318
23.5358361	2.536647072
29.93551879	2.603937883
36.4862329	2.699210018
42.41846141	2.775860586
48.50807252	2.780232619
56.0436328	2.740969463
61.51109145	2.6302386
66.35392517	2.481929466
73.38419134	2.272975457
78.75671569	2.18173917
86.88344616	2.104782781
95.15572087	2.186917432
100.8248097	2.334192124
105.1681709	2.533714372
110.3504031	2.750838011
113.84213	3.007693554
118.6331229	3.330165413
122.0286262	3.627918279
124.9664388	3.869709571
129.1737086	4.139866802
132.5236472	4.354630062
137.3351397	4.56647178
142.178246	4.79761018
148.836092	4.873008199
153.9483555	4.872080933
160.7726618	4.873484626
165.9170763	4.868882619
172.2201688	4.801270553
177.2549958	4.797114696
179.993519	4.791600061
